# $Id: gal-survey-grid-coords.csv,v 1.1 2007/12/19 23:15:03 kilsdonk Exp $
# Galactic Survey grid.
# Prepared by P. Backus
# Freq 1720 MHz
# Grid Spacing arcmin degrees
# Long          7.77  0.129523
# Lat           2.62  0.043690
# dl/db         0.90  0.015
#
# GalLong(deg),GalLat(deg),RA(J2000-hours),Dec(J2000-deg)
#
2.391414,0.174760,17.842232,-26.798371
2.520937,0.174760,17.847184,-26.687124
2.650460,0.174760,17.852127,-26.575838
2.779983,0.174760,17.857059,-26.464513
2.909506,0.174760,17.861982,-26.353150
3.039029,0.174760,17.866896,-26.241748
3.168552,0.174760,17.871799,-26.130308
3.298075,0.174760,17.876694,-26.018831
3.427598,0.174760,17.881579,-25.907316
3.557121,0.174760,17.886455,-25.795764
3.686644,0.174760,17.891322,-25.684175
3.816167,0.174760,17.896179,-25.572550
3.945690,0.174760,17.901028,-25.460887
4.075213,0.174760,17.905867,-25.349189
4.204736,0.174760,17.910697,-25.237455
4.334259,0.174760,17.915519,-25.125685
4.463782,0.174760,17.920331,-25.013879
4.593305,0.174760,17.925135,-24.902038
4.722828,0.174760,17.929930,-24.790162
4.852351,0.174760,17.934717,-24.678252
4.981874,0.174760,17.939494,-24.566307
-4.981874,-0.174760,17.565483,-33.247984
-4.852351,-0.174760,17.571085,-33.139212
-4.722828,-0.174760,17.576673,-33.030384
-4.593305,-0.174760,17.582247,-32.921501
-4.463782,-0.174760,17.587808,-32.812562
-4.334259,-0.174760,17.593355,-32.703569
-4.204736,-0.174760,17.598889,-32.594521
-4.075213,-0.174760,17.604409,-32.485420
-3.945690,-0.174760,17.609916,-32.376265
-3.816167,-0.174760,17.615410,-32.267057
-3.686644,-0.174760,17.620891,-32.157796
-3.557121,-0.174760,17.626359,-32.048482
-3.427598,-0.174760,17.631813,-31.939116
-3.298075,-0.174760,17.637255,-31.829698
-3.168552,-0.174760,17.642684,-31.720229
-3.039029,-0.174760,17.648100,-31.610708
-2.909506,-0.174760,17.653503,-31.501137
-2.779983,-0.174760,17.658894,-31.391515
-2.650460,-0.174760,17.664272,-31.281843
-2.520937,-0.174760,17.669638,-31.172122
-2.391414,-0.174760,17.674992,-31.062351
-2.261891,-0.174760,17.680333,-30.952530
-2.132368,-0.174760,17.685662,-30.842661
-2.002845,-0.174760,17.690979,-30.732743
-1.873322,-0.174760,17.696284,-30.622777
-1.743799,-0.174760,17.701577,-30.512764
-1.614276,-0.174760,17.706858,-30.402702
-1.484753,-0.174760,17.712127,-30.292594
-1.355230,-0.174760,17.717384,-30.182438
-1.225707,-0.174760,17.722630,-30.072236
-1.096184,-0.174760,17.727864,-29.961988
-0.966661,-0.174760,17.733086,-29.851694
-0.837138,-0.174760,17.738298,-29.741354
-0.707615,-0.174760,17.743497,-29.630969
-0.578092,-0.174760,17.748685,-29.520538
-0.448569,-0.174760,17.753863,-29.410063
-0.319046,-0.174760,17.759028,-29.299543
-0.189523,-0.174760,17.764183,-29.188980
-0.060000,-0.174760,17.769327,-29.078372
0.069523,-0.174760,17.774460,-28.967721
0.199046,-0.174760,17.779581,-28.857026
0.328569,-0.174760,17.784692,-28.746289
0.458092,-0.174760,17.789793,-28.635509
0.587615,-0.174760,17.794882,-28.524686
0.717138,-0.174760,17.799961,-28.413821
0.846661,-0.174760,17.805029,-28.302915
0.976184,-0.174760,17.810087,-28.191967
1.105707,-0.174760,17.815135,-28.080977
1.235230,-0.174760,17.820172,-27.969947
1.364753,-0.174760,17.825198,-27.858876
1.494276,-0.174760,17.830215,-27.747764
1.623799,-0.174760,17.835221,-27.636612
1.753322,-0.174760,17.840217,-27.525421
1.882845,-0.174760,17.845204,-27.414190
2.012368,-0.174760,17.850180,-27.302919
2.141891,-0.174760,17.855146,-27.191609
2.271414,-0.174760,17.860102,-27.080260
2.400937,-0.174760,17.865049,-26.968873
2.530460,-0.174760,17.869986,-26.857448
2.659983,-0.174760,17.874913,-26.745984
2.789506,-0.174760,17.879831,-26.634483
2.919029,-0.174760,17.884739,-26.522944
3.048552,-0.174760,17.889638,-26.411368
3.178075,-0.174760,17.894527,-26.299755
3.307598,-0.174760,17.899407,-26.188105
3.437121,-0.174760,17.904278,-26.076419
3.566644,-0.174760,17.909139,-25.964696
3.696167,-0.174760,17.913991,-25.852937
3.825690,-0.174760,17.918834,-25.741143
3.955213,-0.174760,17.923668,-25.629313
4.084736,-0.174760,17.928493,-25.517448
4.214259,-0.174760,17.933310,-25.405547
4.343782,-0.174760,17.938117,-25.293612
4.473305,-0.174760,17.942915,-25.181643
4.602828,-0.174760,17.947705,-25.069639
4.732351,-0.174760,17.952486,-24.957601
4.861874,-0.174760,17.957258,-24.845529
4.991397,-0.174760,17.962022,-24.733424
-4.976397,0.218450,17.539468,-33.029169
-4.846874,0.218450,17.545088,-32.920659
-4.717351,0.218450,17.550695,-32.812092
-4.587828,0.218450,17.556287,-32.703469
-4.458305,0.218450,17.561866,-32.594789
-4.328782,0.218450,17.567431,-32.486053
-4.199259,0.218450,17.572983,-32.377262
-4.069736,0.218450,17.578521,-32.268415
-3.940213,0.218450,17.584046,-32.159514
-3.810690,0.218450,17.589558,-32.050558
-3.681167,0.218450,17.595057,-31.941548
-3.551644,0.218450,17.600542,-31.832484
-3.422121,0.218450,17.606014,-31.723367
-3.292598,0.218450,17.611474,-31.614196
-3.163075,0.218450,17.616920,-31.504973
-3.033552,0.218450,17.622354,-31.395698
-2.904029,0.218450,17.627775,-31.286370
-2.774506,0.218450,17.633184,-31.176991
-2.644983,0.218450,17.638580,-31.067560
-2.515460,0.218450,17.643963,-30.958079
-2.385937,0.218450,17.649334,-30.848546
-2.256414,0.218450,17.654693,-30.738964
-2.126891,0.218450,17.660039,-30.629331
-1.997368,0.218450,17.665374,-30.519649
-1.867845,0.218450,17.670696,-30.409917
-1.738322,0.218450,17.676006,-30.300136
-1.608799,0.218450,17.681304,-30.190307
-1.479276,0.218450,17.686590,-30.080429
-1.349753,0.218450,17.691865,-29.970503
-1.220230,0.218450,17.697128,-29.860529
-1.090707,0.218450,17.702379,-29.750508
-0.961184,0.218450,17.707618,-29.640440
-0.831661,0.218450,17.712846,-29.530325
-0.702138,0.218450,17.718063,-29.420163
-0.572615,0.218450,17.723268,-29.309955
-0.443092,0.218450,17.728462,-29.199702
-0.313569,0.218450,17.733644,-29.089402
-0.184046,0.218450,17.738816,-28.979058
-0.054523,0.218450,17.743976,-28.868668
0.075000,0.218450,17.749125,-28.758234
0.204523,0.218450,17.754264,-28.647755
0.334046,0.218450,17.759391,-28.537232
0.463569,0.218450,17.764508,-28.426665
0.593092,0.218450,17.769614,-28.316055
0.722615,0.218450,17.774709,-28.205402
0.852138,0.218450,17.779794,-28.094705
0.981661,0.218450,17.784868,-27.983966
1.111184,0.218450,17.789931,-27.873185
1.240707,0.218450,17.794985,-27.762361
1.370230,0.218450,17.800027,-27.651496
1.499753,0.218450,17.805060,-27.540589
1.629276,0.218450,17.810082,-27.429640
1.758799,0.218450,17.815094,-27.318651
1.888322,0.218450,17.820096,-27.207621
2.017845,0.218450,17.825089,-27.096551
2.147368,0.218450,17.830071,-26.985440
2.276891,0.218450,17.835043,-26.874290
2.406414,0.218450,17.840005,-26.763100
2.535937,0.218450,17.844958,-26.651870
2.665460,0.218450,17.849900,-26.540602
2.794983,0.218450,17.854834,-26.429294
2.924506,0.218450,17.859757,-26.317948
3.054029,0.218450,17.864671,-26.206564
3.183552,0.218450,17.869576,-26.095141
3.313075,0.218450,17.874471,-25.983681
3.442598,0.218450,17.879357,-25.872183
3.572121,0.218450,17.884233,-25.760648
3.701644,0.218450,17.889101,-25.649076
3.831167,0.218450,17.893959,-25.537467
3.960690,0.218450,17.898808,-25.425822
4.090213,0.218450,17.903648,-25.314140
4.219736,0.218450,17.908479,-25.202422
4.349259,0.218450,17.913301,-25.090668
4.478782,0.218450,17.918114,-24.978879
4.608305,0.218450,17.922918,-24.867054
4.737828,0.218450,17.927714,-24.755195
4.867351,0.218450,17.932501,-24.643300
4.996874,0.218450,17.937279,-24.531371
-4.996874,-0.218450,17.567758,-33.284307
-4.867351,-0.218450,17.573360,-33.175512
-4.737828,-0.218450,17.578947,-33.066662
-4.608305,-0.218450,17.584521,-32.957756
-4.478782,-0.218450,17.590081,-32.848795
-4.349259,-0.218450,17.595628,-32.739779
-4.219736,-0.218450,17.601161,-32.630710
-4.090213,-0.218450,17.606681,-32.521586
-3.960690,-0.218450,17.612188,-32.412409
-3.831167,-0.218450,17.617681,-32.303179
-3.701644,-0.218450,17.623161,-32.193896
-3.572121,-0.218450,17.628628,-32.084560
-3.442598,-0.218450,17.634082,-31.975173
-3.313075,-0.218450,17.639523,-31.865734
-3.183552,-0.218450,17.644951,-31.756243
-3.054029,-0.218450,17.650367,-31.646701
-2.924506,-0.218450,17.655770,-31.537109
-2.794983,-0.218450,17.661160,-31.427466
-2.665460,-0.218450,17.666538,-31.317773
-2.535937,-0.218450,17.671903,-31.208030
-2.406414,-0.218450,17.677256,-31.098238
-2.276891,-0.218450,17.682596,-30.988397
-2.147368,-0.218450,17.687925,-30.878507
-2.017845,-0.218450,17.693241,-30.768569
-1.888322,-0.218450,17.698545,-30.658583
-1.758799,-0.218450,17.703838,-30.548548
-1.629276,-0.218450,17.709118,-30.438467
-1.499753,-0.218450,17.714386,-30.328338
-1.370230,-0.218450,17.719643,-30.218163
-1.240707,-0.218450,17.724888,-30.107941
-1.111184,-0.218450,17.730122,-29.997673
-0.981661,-0.218450,17.735343,-29.887358
-0.852138,-0.218450,17.740554,-29.776999
-0.722615,-0.218450,17.745753,-29.666594
-0.593092,-0.218450,17.750940,-29.556144
-0.463569,-0.218450,17.756117,-29.445650
-0.334046,-0.218450,17.761282,-29.335111
-0.204523,-0.218450,17.766436,-29.224528
-0.075000,-0.218450,17.771579,-29.113901
0.054523,-0.218450,17.776711,-29.003231
0.184046,-0.218450,17.781832,-28.892517
0.313569,-0.218450,17.786943,-28.781761
0.443092,-0.218450,17.792042,-28.670962
0.572615,-0.218450,17.797131,-28.560121
0.702138,-0.218450,17.802209,-28.449237
0.831661,-0.218450,17.807277,-28.338312
0.961184,-0.218450,17.812334,-28.227346
1.090707,-0.218450,17.817381,-28.116338
1.220230,-0.218450,17.822417,-28.005290
1.349753,-0.218450,17.827443,-27.894200
1.479276,-0.218450,17.832459,-27.783071
1.608799,-0.218450,17.837465,-27.671901
1.738322,-0.218450,17.842460,-27.560692
1.867845,-0.218450,17.847446,-27.449443
1.997368,-0.218450,17.852421,-27.338154
2.126891,-0.218450,17.857387,-27.226827
2.256414,-0.218450,17.862342,-27.115461
2.385937,-0.218450,17.867288,-27.004056
2.515460,-0.218450,17.872225,-26.892613
2.644983,-0.218450,17.877151,-26.781133
2.774506,-0.218450,17.882068,-26.669614
2.904029,-0.218450,17.886976,-26.558058
3.033552,-0.218450,17.891874,-26.446465
3.163075,-0.218450,17.896762,-26.334835
3.292598,-0.218450,17.901641,-26.223169
3.422121,-0.218450,17.906511,-26.111466
3.551644,-0.218450,17.911372,-25.999726
3.681167,-0.218450,17.916224,-25.887951
3.810690,-0.218450,17.921066,-25.776140
3.940213,-0.218450,17.925899,-25.664294
4.069736,-0.218450,17.930724,-25.552413
4.199259,-0.218450,17.935539,-25.440496
4.328782,-0.218450,17.940346,-25.328545
4.458305,-0.218450,17.945144,-25.216560
4.587828,-0.218450,17.949933,-25.104540
4.717351,-0.218450,17.954713,-24.992486
4.846874,-0.218450,17.959485,-24.880399
4.976397,-0.218450,17.964248,-24.768278
-4.961397,0.262140,17.537211,-32.992731
-4.831874,0.262140,17.542832,-32.884244
-4.702351,0.262140,17.548438,-32.775700
-4.572828,0.262140,17.554031,-32.667099
-4.443305,0.262140,17.559611,-32.558442
-4.313782,0.262140,17.565176,-32.449729
-4.184259,0.262140,17.570729,-32.340960
-4.054736,0.262140,17.576267,-32.232136
-3.925213,0.262140,17.581793,-32.123257
-3.795690,0.262140,17.587305,-32.014323
-3.666167,0.262140,17.592804,-31.905335
-3.536644,0.262140,17.598290,-31.796293
-3.407121,0.262140,17.603763,-31.687198
-3.277598,0.262140,17.609223,-31.578049
-3.148075,0.262140,17.614670,-31.468848
-3.018552,0.262140,17.620104,-31.359594
-2.889029,0.262140,17.625526,-31.250288
-2.759506,0.262140,17.630935,-31.140930
-2.629983,0.262140,17.636331,-31.031521
-2.500460,0.262140,17.641715,-30.922061
-2.370937,0.262140,17.647087,-30.812550
-2.241414,0.262140,17.652446,-30.702988
-2.111891,0.262140,17.657793,-30.593377
-1.982368,0.262140,17.663128,-30.483715
-1.852845,0.262140,17.668450,-30.374004
-1.723322,0.262140,17.673761,-30.264244
-1.593799,0.262140,17.679060,-30.154435
-1.464276,0.262140,17.684347,-30.044578
-1.334753,0.262140,17.689622,-29.934672
-1.205230,0.262140,17.694885,-29.824719
-1.075707,0.262140,17.700137,-29.714718
-0.946184,0.262140,17.705377,-29.604670
-0.816661,0.262140,17.710605,-29.494575
-0.687138,0.262140,17.715822,-29.384433
-0.557615,0.262140,17.721028,-29.274245
-0.428092,0.262140,17.726222,-29.164011
-0.298569,0.262140,17.731406,-29.053731
-0.169046,0.262140,17.736578,-28.943406
-0.039523,0.262140,17.741739,-28.833036
0.090000,0.262140,17.746889,-28.722621
0.219523,0.262140,17.752028,-28.612162
0.349046,0.262140,17.757156,-28.501658
0.478569,0.262140,17.762273,-28.391110
0.608092,0.262140,17.767379,-28.280519
0.737615,0.262140,17.772475,-28.169885
0.867138,0.262140,17.777560,-28.059207
0.996661,0.262140,17.782635,-27.948487
1.126184,0.262140,17.787699,-27.837724
1.255707,0.262140,17.792753,-27.726919
1.385230,0.262140,17.797796,-27.616072
1.514753,0.262140,17.802830,-27.505183
1.644276,0.262140,17.807853,-27.394253
1.773799,0.262140,17.812865,-27.283282
1.903322,0.262140,17.817868,-27.172270
2.032845,0.262140,17.822861,-27.061218
2.162368,0.262140,17.827843,-26.950125
2.291891,0.262140,17.832816,-26.838993
2.421414,0.262140,17.837779,-26.727820
2.550937,0.262140,17.842732,-26.616609
2.680460,0.262140,17.847675,-26.505358
2.809983,0.262140,17.852609,-26.394068
2.939506,0.262140,17.857533,-26.282739
3.069029,0.262140,17.862448,-26.171372
3.198552,0.262140,17.867353,-26.059967
3.328075,0.262140,17.872249,-25.948524
3.457598,0.262140,17.877136,-25.837043
3.587121,0.262140,17.882013,-25.725525
3.716644,0.262140,17.886881,-25.613969
3.846167,0.262140,17.891739,-25.502377
3.975690,0.262140,17.896589,-25.390748
4.105213,0.262140,17.901430,-25.279083
4.234736,0.262140,17.906261,-25.167382
4.364259,0.262140,17.911084,-25.055644
4.493782,0.262140,17.915898,-24.943872
4.623305,0.262140,17.920703,-24.832063
4.752828,0.262140,17.925499,-24.720220
4.882351,0.262140,17.930287,-24.608341
5.011874,0.262140,17.935066,-24.496428
-5.011874,-0.262140,17.570035,-33.320621
-4.882351,-0.262140,17.575636,-33.211803
-4.752828,-0.262140,17.581223,-33.102930
-4.623305,-0.262140,17.586797,-32.994002
-4.493782,-0.262140,17.592357,-32.885018
-4.364259,-0.262140,17.597903,-32.775981
-4.234736,-0.262140,17.603435,-32.666889
-4.105213,-0.262140,17.608955,-32.557743
-3.975690,-0.262140,17.614460,-32.448544
-3.846167,-0.262140,17.619953,-32.339292
-3.716644,-0.262140,17.625433,-32.229987
-3.587121,-0.262140,17.630899,-32.120630
-3.457598,-0.262140,17.636352,-32.011221
-3.328075,-0.262140,17.641793,-31.901760
-3.198552,-0.262140,17.647221,-31.792248
-3.069029,-0.262140,17.652636,-31.682685
-2.939506,-0.262140,17.658038,-31.573071
-2.809983,-0.262140,17.663427,-31.463407
-2.680460,-0.262140,17.668805,-31.353693
-2.550937,-0.262140,17.674169,-31.243930
-2.421414,-0.262140,17.679522,-31.134117
-2.291891,-0.262140,17.684862,-31.024255
-2.162368,-0.262140,17.690189,-30.914344
-2.032845,-0.262140,17.695505,-30.804386
-1.903322,-0.262140,17.700809,-30.694379
-1.773799,-0.262140,17.706100,-30.584324
-1.644276,-0.262140,17.711380,-30.474223
-1.514753,-0.262140,17.716648,-30.364074
-1.385230,-0.262140,17.721904,-30.253878
-1.255707,-0.262140,17.727148,-30.143636
-1.126184,-0.262140,17.732381,-30.033348
-0.996661,-0.262140,17.737602,-29.923014
-0.867138,-0.262140,17.742812,-29.812635
-0.737615,-0.262140,17.748010,-29.702211
-0.608092,-0.262140,17.753197,-29.591741
-0.478569,-0.262140,17.758373,-29.481227
-0.349046,-0.262140,17.763537,-29.370669
-0.219523,-0.262140,17.768691,-29.260067
-0.090000,-0.262140,17.773833,-29.149421
0.039523,-0.262140,17.778964,-29.038732
0.169046,-0.262140,17.784085,-28.928000
0.298569,-0.262140,17.789195,-28.817224
0.428092,-0.262140,17.794293,-28.706407
0.557615,-0.262140,17.799382,-28.595547
0.687138,-0.262140,17.804459,-28.484645
0.816661,-0.262140,17.809526,-28.373702
0.946184,-0.262140,17.814583,-28.262717
1.075707,-0.262140,17.819629,-28.151691
1.205230,-0.262140,17.824664,-28.040624
1.334753,-0.262140,17.829690,-27.929517
1.464276,-0.262140,17.834705,-27.818369
1.593799,-0.262140,17.839710,-27.707181
1.723322,-0.262140,17.844704,-27.595954
1.852845,-0.262140,17.849689,-27.484687
1.982368,-0.262140,17.854664,-27.373381
2.111891,-0.262140,17.859629,-27.262037
2.241414,-0.262140,17.864584,-27.150653
2.370937,-0.262140,17.869529,-27.039231
2.500460,-0.262140,17.874465,-26.927771
2.629983,-0.262140,17.879391,-26.816273
2.759506,-0.262140,17.884307,-26.704738
2.889029,-0.262140,17.889214,-26.593165
3.018552,-0.262140,17.894111,-26.481555
3.148075,-0.262140,17.898999,-26.369908
3.277598,-0.262140,17.903877,-26.258225
3.407121,-0.262140,17.908747,-26.146505
3.536644,-0.262140,17.913606,-26.034749
3.666167,-0.262140,17.918457,-25.922958
3.795690,-0.262140,17.923299,-25.811130
3.925213,-0.262140,17.928132,-25.699268
4.054736,-0.262140,17.932955,-25.587370
4.184259,-0.262140,17.937770,-25.475438
4.313782,-0.262140,17.942576,-25.363470
4.443305,-0.262140,17.947373,-25.251469
4.572828,-0.262140,17.952161,-25.139433
4.702351,-0.262140,17.956941,-25.027364
4.831874,-0.262140,17.961712,-24.915261
4.961397,-0.262140,17.966474,-24.803124
-4.946397,0.305830,17.534956,-32.956284
-4.816874,0.305830,17.540577,-32.847820
-4.687351,0.305830,17.546184,-32.739299
-4.557828,0.305830,17.551777,-32.630721
-4.428305,0.305830,17.557357,-32.522087
-4.298782,0.305830,17.562923,-32.413396
-4.169259,0.305830,17.568476,-32.304650
-4.039736,0.305830,17.574015,-32.195848
-3.910213,0.305830,17.579541,-32.086991
-3.780690,0.305830,17.585054,-31.978080
-3.651167,0.305830,17.590553,-31.869114
-3.521644,0.305830,17.596040,-31.760094
-3.392121,0.305830,17.601513,-31.651021
-3.262598,0.305830,17.606973,-31.541894
-3.133075,0.305830,17.612421,-31.432714
-3.003552,0.305830,17.617856,-31.323482
-2.874029,0.305830,17.623278,-31.214198
-2.744506,0.305830,17.628687,-31.104861
-2.614983,0.305830,17.634084,-30.995474
-2.485460,0.305830,17.639469,-30.886034
-2.355937,0.305830,17.644841,-30.776545
-2.226414,0.305830,17.650200,-30.667004
-2.096891,0.305830,17.655548,-30.557413
-1.967368,0.305830,17.660883,-30.447773
-1.837845,0.305830,17.666206,-30.338083
-1.708322,0.305830,17.671518,-30.228343
-1.578799,0.305830,17.676817,-30.118555
-1.449276,0.305830,17.682104,-30.008718
-1.319753,0.305830,17.687380,-29.898833
-1.190230,0.305830,17.692644,-29.788900
-1.060707,0.305830,17.697896,-29.678919
-0.931184,0.305830,17.703137,-29.568891
-0.801661,0.305830,17.708366,-29.458816
-0.672138,0.305830,17.713583,-29.348695
-0.542615,0.305830,17.718790,-29.238526
-0.413092,0.305830,17.723985,-29.128312
-0.283569,0.305830,17.729168,-29.018052
-0.154046,0.305830,17.734341,-28.907747
-0.024523,0.305830,17.739503,-28.797396
0.105000,0.305830,17.744653,-28.687000
0.234523,0.305830,17.749793,-28.576560
0.364046,0.305830,17.754921,-28.466076
0.493569,0.305830,17.760039,-28.355547
0.623092,0.305830,17.765146,-28.244975
0.752615,0.305830,17.770243,-28.134359
0.882138,0.305830,17.775329,-28.023701
1.011661,0.305830,17.780404,-27.912999
1.141184,0.305830,17.785469,-27.802255
1.270707,0.305830,17.790523,-27.691469
1.400230,0.305830,17.795567,-27.580640
1.529753,0.305830,17.800601,-27.469770
1.659276,0.305830,17.805624,-27.358858
1.788799,0.305830,17.810638,-27.247905
1.918322,0.305830,17.815641,-27.136912
2.047845,0.305830,17.820634,-27.025877
2.177368,0.305830,17.825617,-26.914803
2.306891,0.305830,17.830591,-26.803688
2.436414,0.305830,17.835554,-26.692533
2.565937,0.305830,17.840508,-26.581339
2.695460,0.305830,17.845452,-26.470106
2.824983,0.305830,17.850386,-26.358833
2.954506,0.305830,17.855311,-26.247522
3.084029,0.305830,17.860226,-26.136172
3.213552,0.305830,17.865132,-26.024784
3.343075,0.305830,17.870029,-25.913358
3.472598,0.305830,17.874916,-25.801895
3.602121,0.305830,17.879793,-25.690394
3.731644,0.305830,17.884662,-25.578855
3.861167,0.305830,17.889521,-25.467280
3.990690,0.305830,17.894372,-25.355668
4.120213,0.305830,17.899213,-25.244019
4.249736,0.305830,17.904045,-25.132334
4.379259,0.305830,17.908868,-25.020613
4.508782,0.305830,17.913683,-24.908857
4.638305,0.305830,17.918488,-24.797065
4.767828,0.305830,17.923285,-24.685238
4.897351,0.305830,17.928073,-24.573375
5.026874,0.305830,17.932853,-24.461478
-5.026874,-0.305830,17.572315,-33.356925
-4.897351,-0.305830,17.577915,-33.248085
-4.767828,-0.305830,17.583502,-33.139189
-4.638305,-0.305830,17.589074,-33.030238
-4.508782,-0.305830,17.594634,-32.921232
-4.379259,-0.305830,17.600179,-32.812172
-4.249736,-0.305830,17.605711,-32.703058
-4.120213,-0.305830,17.611230,-32.593891
-3.990690,-0.305830,17.616735,-32.484670
-3.861167,-0.305830,17.622227,-32.375396
-3.731644,-0.305830,17.627706,-32.266069
-3.602121,-0.305830,17.633172,-32.156690
-3.472598,-0.305830,17.638625,-32.047260
-3.343075,-0.305830,17.644065,-31.937777
-3.213552,-0.305830,17.649492,-31.828244
-3.084029,-0.305830,17.654906,-31.718659
-2.954506,-0.305830,17.660308,-31.609024
-2.824983,-0.305830,17.665697,-31.499339
-2.695460,-0.305830,17.671073,-31.389604
-2.565937,-0.305830,17.676437,-31.279820
-2.436414,-0.305830,17.681789,-31.169986
-2.306891,-0.305830,17.687128,-31.060104
-2.177368,-0.305830,17.692455,-30.950173
-2.047845,-0.305830,17.697770,-30.840193
-1.918322,-0.305830,17.703073,-30.730166
-1.788799,-0.305830,17.708364,-30.620092
-1.659276,-0.305830,17.713643,-30.509970
-1.529753,-0.305830,17.718910,-30.399801
-1.400230,-0.305830,17.724166,-30.289585
-1.270707,-0.305830,17.729410,-30.179323
-1.141184,-0.305830,17.734642,-30.069015
-1.011661,-0.305830,17.739862,-29.958662
-0.882138,-0.305830,17.745071,-29.848263
-0.752615,-0.305830,17.750269,-29.737819
-0.623092,-0.305830,17.755455,-29.627330
-0.493569,-0.305830,17.760630,-29.516797
-0.364046,-0.305830,17.765794,-29.406219
-0.234523,-0.305830,17.770947,-29.295598
-0.105000,-0.305830,17.776089,-29.184933
0.024523,-0.305830,17.781219,-29.074225
0.154046,-0.305830,17.786339,-28.963473
0.283569,-0.305830,17.791448,-28.852679
0.413092,-0.305830,17.796546,-28.741843
0.542615,-0.305830,17.801634,-28.630965
0.672138,-0.305830,17.806710,-28.520044
0.801661,-0.305830,17.811777,-28.409082
0.931184,-0.305830,17.816832,-28.298079
1.060707,-0.305830,17.821878,-28.187035
1.190230,-0.305830,17.826913,-28.075950
1.319753,-0.305830,17.831937,-27.964825
1.449276,-0.305830,17.836952,-27.853659
1.578799,-0.305830,17.841956,-27.742454
1.708322,-0.305830,17.846950,-27.631209
1.837845,-0.305830,17.851934,-27.519924
1.967368,-0.305830,17.856908,-27.408601
2.096891,-0.305830,17.861872,-27.297238
2.226414,-0.305830,17.866827,-27.185837
2.355937,-0.305830,17.871771,-27.074398
2.485460,-0.305830,17.876706,-26.962921
2.614983,-0.305830,17.881631,-26.851406
2.744506,-0.305830,17.886547,-26.739853
2.874029,-0.305830,17.891453,-26.628263
3.003552,-0.305830,17.896350,-26.516636
3.133075,-0.305830,17.901237,-26.404973
3.262598,-0.305830,17.906114,-26.293273
3.392121,-0.305830,17.910983,-26.181536
3.521644,-0.305830,17.915842,-26.069764
3.651167,-0.305830,17.920692,-25.957956
3.780690,-0.305830,17.925533,-25.846112
3.910213,-0.305830,17.930365,-25.734234
4.039736,-0.305830,17.935188,-25.622320
4.169259,-0.305830,17.940002,-25.510371
4.298782,-0.305830,17.944808,-25.398388
4.428305,-0.305830,17.949604,-25.286371
4.557828,-0.305830,17.954392,-25.174319
4.687351,-0.305830,17.959170,-25.062234
4.816874,-0.305830,17.963941,-24.950115
4.946397,-0.305830,17.968702,-24.837963
-5.060920,0.349520,17.527067,-33.028211
-4.931397,0.349520,17.532702,-32.919827
-4.801874,0.349520,17.538324,-32.811387
-4.672351,0.349520,17.543931,-32.702889
-4.542828,0.349520,17.549525,-32.594334
-4.413305,0.349520,17.555105,-32.485722
-4.283782,0.349520,17.560672,-32.377054
-4.154259,0.349520,17.566225,-32.268330
-4.024736,0.349520,17.571765,-32.159551
-3.895213,0.349520,17.577291,-32.050716
-3.765690,0.349520,17.582804,-31.941827
-3.636167,0.349520,17.588304,-31.832883
-3.506644,0.349520,17.593791,-31.723886
-3.377121,0.349520,17.599265,-31.614834
-3.247598,0.349520,17.604726,-31.505730
-3.118075,0.349520,17.610174,-31.396572
-2.988552,0.349520,17.615609,-31.287361
-2.859029,0.349520,17.621032,-31.178098
-2.729506,0.349520,17.626442,-31.068784
-2.599983,0.349520,17.631839,-30.959417
-2.470460,0.349520,17.637224,-30.849999
-2.340937,0.349520,17.642597,-30.740531
-2.211414,0.349520,17.647957,-30.631011
-2.081891,0.349520,17.653305,-30.521442
-1.952368,0.349520,17.658641,-30.411822
-1.822845,0.349520,17.663964,-30.302153
-1.693322,0.349520,17.669276,-30.192434
-1.563799,0.349520,17.674576,-30.082666
-1.434276,0.349520,17.679864,-29.972850
-1.304753,0.349520,17.685140,-29.862985
-1.175230,0.349520,17.690404,-29.753073
-1.045707,0.349520,17.695657,-29.643112
-0.916184,0.349520,17.700898,-29.533104
-0.786661,0.349520,17.706128,-29.423050
-0.657138,0.349520,17.711346,-29.312948
-0.527615,0.349520,17.716553,-29.202800
-0.398092,0.349520,17.721749,-29.092605
-0.268569,0.349520,17.726933,-28.982365
-0.139046,0.349520,17.732106,-28.872079
-0.009523,0.349520,17.737268,-28.761748
0.120000,0.349520,17.742419,-28.651372
0.249523,0.349520,17.747559,-28.540951
0.379046,0.349520,17.752689,-28.430485
0.508569,0.349520,17.757807,-28.319976
0.638092,0.349520,17.762915,-28.209423
0.767615,0.349520,17.768012,-28.098826
0.897138,0.349520,17.773098,-27.988187
1.026661,0.349520,17.778174,-27.877504
1.156184,0.349520,17.783239,-27.766778
1.285707,0.349520,17.788294,-27.656010
1.415230,0.349520,17.793339,-27.545200
1.544753,0.349520,17.798373,-27.434349
1.674276,0.349520,17.803397,-27.323455
1.803799,0.349520,17.808411,-27.212521
1.933322,0.349520,17.813415,-27.101545
2.062845,0.349520,17.818409,-26.990529
2.192368,0.349520,17.823393,-26.879472
2.321891,0.349520,17.828367,-26.768375
2.451414,0.349520,17.833331,-26.657239
2.580937,0.349520,17.838285,-26.546062
2.710460,0.349520,17.843230,-26.434846
